image_filename,reference
11205420.jpg,A man dressed in white walks a yellow rope on the ground that is attached to the handlebars of a bicycle. A man wearing all white is walking on a rope attached to a bike while surrounded by people. A bike sitting in a street with a rope tied to it and a guy walking on the rope. A street performer is performing with a bike in the foreground. A man is doing a trick with a bike.
1121053156.jpg,A child and a young adult the adult is maybe demonstrating how to do something to teach the young child A man with a bucket and a child pointing to some machinery. A man and a child stand next to a blue and black tube. A man and child on a ship doing maintenance. A father and son working on a boat.
1121416483.jpg,A young girl does a handstand on a bed with blue sheets. A small child doing a handstand on a bed. A little girl standing on her head. A child is standing on her head. The girl is upside down on a bed
11214205.jpg,Men with reflective safety jackets on are working on a street intersection with many orange reflective cones. Three construction workers in bright vests prepare road to be worked on. Men wearing orange safety vest are working on street repairs. A group of men in orange safety vests are working. Three construction men are working.
11214370.jpg,A man in jeans and a yellow safety jacket is working on bricks in the ground. A man with a safety vest is kneeling down and cleaning the bricks. A man in a yellow vest and jeans is caulking a sidewalk. A man with a router working on the sidewalk. A man grinding stones with a tool.
11214470.jpg,Two men in construction vests are working on the side of a street with machines. Two construction workers are working on repairing a cobblestone walkway. Two construction workers operate a machine that steams the street. Workman are completing repairs on a city street. Two construction workers work on a road.
112178718.jpg,Man is standing on white sand and holding a snowboard. A guy stands in the sand with a snowboard behind him. A man with his surfboard stands in the sand. A man holds his snowboard in the sand. A man holds a surfboard on the beach.
11220707.jpg,A construction worker standing on the roof of a house wearing an orange vest with a yellow hard hat. A construction worker is laboring on part of a house near a chain-link fence and trees. A man wearing a yellow hat and orange shirt with palm trees around. A man in an orange vest standing atop a building. A construction man looks over into the distance.
1122177096.jpg,A man wearing a yellow shirt and tan pants plays golf outside while being watched by other people. A guy in a yellow shirt and light brown slacks is playing golf while the crowd watch. Behind the fence spectators are looking at the golfer with the club in his hand. Tiger woods putts a golf ball toward a hole. Tiger woods about to make a putt
112220869.jpg,Blond girl in a yellow-belt martial arts uniform standing in front of a door and carrying a large trophy. A young girl smiles for the camera while holding a large trophy. A girl in a white outfit with a yellow belt is holding a trophy. A young girl in a karate uniform holding a large trophy. Little girl holding a karate trophy.
1122357785.jpg,A young boy is falling into a pool of water with a man and a girl watching him. A man joyfully throws his son while swimming. Man and two children swimming in the lake. A kid with floaters jumping into a lake. A boy is jumping into a lake.
112243673.jpg,People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees. Three people on two dirt-bikes and one four-wheeler are riding through brown grass. Three people ride off-road bikes through a field surrounded by trees. Three people on motorbikes follow a trail through dry grass. Three people are riding around on ATV's and motorcycles.
112245524.jpg,A woman in a red tank top is cutting a hamburger in half with a spatula while opening or closing a drawer with the other hand. A woman wearing a red tank top is cutting a hamburger in half. A woman in red cuts a burger in half with a spatula. A young woman is fixing a hamburger in a kitchen. A woman in pink cuts a hamburger with a spatula.
1122579380.jpg,A woman wearing a long white t-shirt walking knee deep in the ocean. A boy in a dirty shirt is walking through knee-high ocean water. A boy in a white shirt walks in the ocean. A boy walking in the surf on a beach. A blond boy walking in the water.
112264837.jpg,A man in a suit reading a from a piece of paper in front of a nude sculpture. The man in the suit is standing near the naked sculpture. A man wearing a red tie standing in front of a statue. A man standing beside the back of a nude statue. A man is looking at a piece of paper.
1122944218.jpg,A little toddler dressed in white is smiling while a lady helps him wave a flag. A baby in a white garment holds a flag with crescent moon and star. A baby is holding a small black flag with a moon and a star on it. Baby in white outfit holding black and white flag. A baby wearing a white gown waves a Muslim flag.
1123486015.jpg,A man is standing on a small floating raft with a flag. A young man on a dock fishing near a flag from France. Man in white shirt staring out at the water. A person stands on a structure on the lake. A guy on a floating platform on the water.
112411540.jpg,Young man wearing a wear jacket is behind a counter in a jewelry store gazing off into the distance. A young man in a gray jacket stands behind the counter of a jewelery store and smiles. A man in an olive colored coat is standing in a jewelry store. A pleasant young man working at a jewelry store. A man is standing behind a counter in a shop.
1124448967.jpg,"An older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped. Topless old man wearing slippers, navy blue pants and a white hat while reclining in a chair outside. A shirtless man in a white cap relaxes in a deck chair, close to three parked bicycles. A half naked man is sleeping on his chair outdoors. Man relaxing in a folding chair on the street."
11245644.jpg,"A newlywed couple is taking a picture outside on the steps of a building while other people are walking up and down the steps. Many people, including a couple in a wedding dress and suit, are walking or standing around a building with lots of stairs. People gathered at the steps of a church-like architecture. People walk up and down the steps in front of a church. People walking up and down the steps to a church."
112459543.jpg,A group of young children kick around a ball on a field with a body of water in the background. Group of children playing soccer with body of water in the background. Some children are playing football with a seacoast in the background. A number of children enjoy themselves on the coast of a city. Children are playing soccer on a rocky beach.
112550433.jpg,"A woman in an orange top and black sweatpants jumps up with her arms out in front of the ocean on the beach. A woman in an orange shirt is taking part in physical activity on the beach. A woman dancing on the beach, with the ocean in the background. A female works out near the ocean side. A pretty girl dancing on a beach."
112604461.jpg,Two men work together to attach pieces of wood in a room set up for carpentry. Two men are working on a wooden structure in their warehouse. Two men are working on a carpentry project with hand tools. Two men are working on putting together a wooden frame. Two men are building something out of wood.
1126137905.jpg,"A group of people are standing outside at a carnival, near a ride called the Green Jungle. A crowd of people standing next to a shack labeled ""Green Jungle."" A group of people standing in front of a hut in a parking lot. Crowd standing near ""GREEN JUNGLE"" exhibit at festival. A group of people are gathered."
1126403094.jpg,Two girls with purple hair and a short-haired woman are smiling. An older woman smiles on as two pink-haired women talk. A mother and her two daughters having a happy moment. The lady in the green shirt is laughing. A woman and two girls dressed in pink.
1126450961.jpg,"A man in a business suit talking on the phone and carrying a briefcase walking by a mirrored building. A man in a black suit and briefcase hurrying somewhere, while talking on his cellphone. An asian man carrying a suitcase while talking on the phone and walking quickly. A man in a suit is walking and carrying a briefcase. A businessman in a suit is running."
112719695.jpg,"A woman in a pink shit and blue jeans is walking down a somewhat busy street while holding a cup of coffee. A brunette in jeans is walking down the street, holding a takeout cup of coffee. A trendy woman walks with her coffee past theaters at a large shopping complex. A brunette woman walking down a street with a cup. Lady walking down the street holding a cup."
1128230658.jpg,A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm. A bald little boy holds a chicken while two men are sitting in the background. A young boy with a shaved head holds a chicken under his left arm. A small child in poverty conditions is holding a chicken. A young bald boy holding a chicken.
1128874064.jpg,A young girl sitting on a small chair surrounded by what looks like handmade fabrics and bags. A girl wearing a colorful hat sits on a woven mat. A young woman is making rugs in the rain forest A woman in a red hat sits on a rug. A woman sitting in a hut.
112945950.jpg,"A couple sit on a ledge by the water, the woman leaning forward, the man looks out towards the water. A man and a woman are sitting down overlooking the water and the women is bending over. A man and a woman sitting on a sea wall looking out on the water. A man sitting on a wall and looking at a body of water. Couple sits next to a body of water under a clear sky."
1129704496.jpg,A brown and white and a black and white dog hauling in a floating toy from the ocean. Two dogs run through the water with a rope in their mouths. Both dogs retrieve the play toy from the water. Two dogs tug at a chew toy in the surf. Two dogs in the ocean playing with a toy
1130017585.jpg,"There are three young people, one dark-haired holding a bottled drink, one with head tilted back and finger in her mouth, and one with spiked hair. Three girls make faces as one takes a drink while they stand in a busy street. Three young women pose for the camera at a parade. Three women on the street drinking and posing The young people party in the streets."
1130295306.jpg,"A boy in a striped blue shirt and gray pants, holding a blue scooter, is looking across a river. Several people walk along a waterway including a boy with a scooter. A boy wearing a rugby shirt standing next to a body of water. Boy in striped shirt looks at peaceful lake. A boy strolls by a pond in a park."
113032513.jpg,"Blond child with large black coat, multicolored scarf, and knit hat standing in front of a window. Little boy wearing a multicolored scarf and hat has a sad look on his face as he is looking down. A younger boy is wearing a striped scarf and stocking cap. A child standing outside in a matching cap and scarf. Young boy is dressed for cold weather."
1130369873.jpg,"A brown dog swims through water outdoors with a tennis ball in its mouth. A red dog, holding a ball, splashes through vegetation filled water. A brown dog is running through neck-deep water carrying a tennis ball. A brown dog splashes in the water while carrying a ball in its mouth. Brown dog with tennis ball in mouth, in water and bushes."
1130401779.jpg,Two brown dogs are creating large splashes as they run in a river. Two brown dogs runs through the water. Two brown dogs running through water. Two dogs splash through the water. Two brown dogs in the water.
1131056918.jpg,Two young attractive women in front of a store drop coins for street performers. Two women enjoy the entertainment of street performers. Two men pretend to be statutes while women look on. Two young women stop and watch street performers. Pedestrians interact with street artists.
113109101.jpg,A red-haired little girl is blowing bubbles in the water of a pool. A young girl with red-hair blows bubbles in clear water. A girl blowing bubbles in the swimming pool. A little girl blowing bubbles in the water. A child blowing bubbles in water.
1131155939.jpg,"A black lav runs into the water on the beach, with swimmers in the distance and sea kelp in the foreground. A pile of seaweed sits on the sand, behind it a big black dog is running in the water. A dog at the shore of an ocean, with seaweed in foreground. A black dog runs into the ocean next to a pile of seaweed. A dog is running in the waves at the beach."
1131340021.jpg,"The little boy, in a short-sleeved shirt and shorts, is running outside. The little boy is wearing a black pinstripe shirt and walking on a deck. Little boy in a striped shirt and brown shorts is running. Young boy running outside on the pavement. A young boy runs while wearing sandals."
1131800850.jpg,A furry dog attempts to dry itself by shaking the water off its coat. A brown and white dog stands outside while it snows. The large brown and white dog shakes off water. A dog is looking at something near the water. A white and brown dog shaking its self dry. Two men with backpacks placed in front of them sitting in front of a railing. Two men are sitting on the ground and going through their backpacks. Two men with backpacks are sitting on cardboard along a railing. Two men sitting in front of a railing are looking at something. Two older men with backpacks sit at a bus station.
1131883759.jpg,"Someone holding a piece of, what looks like clear plastic, down on a hard surface while they drill a hole through it. A small whole is being drilled into a white piece of plastic while being held down securely on a workbench. Someone working on a project using a jigsaw cutting machine. A hand holding an object while a hole is drilled in it. Someone is drilling some plastic on a wooden block."
1131889107.jpg,Roller derby girls waiting for the next round of action! A group of people getting ready to rollerskate A women's roller derby team taking a break. Women wearing rollerskates sit on the floor. Some rollerskaters are sitting down.
1131932671.jpg,The boy in blue shorts is bouncing on the bed. A boy jumps from one bed to another. A boy jumped up from the green bed. A small child is jumping on a bed. A boy is jumping on a bed.
1132772170.jpg,A man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room. A man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background A young child jumping on the bed as a man looks the other way. Man standing in the bedroom with little boy jumping into bed. A child leaping from bed to bed behind the back of a man.
113291048.jpg,A young man holds up a piece of wood and a chainsaw as presses a cigarette between his lips. A man carrying an electric saw and a square board inside of a shop. A boy in a gray hoodie holds up a chainsaw. A young man holding a huge chainsaw. A man holding a chainsaw.
11337976.jpg,A shirtless man with sunglasses and a helmet is riding a motorcycle next to traffic cones. A man on a motorcycle without a shirt and another man standing under shade. A shadowy figure watches a shirtless man ride past on a chopper. A man on a motorcycle with no shirt on at a bike event. A shirtless man is riding a motorcycle.
11338041.jpg,"People waiting to enter a white building through an entry way with an orange handwritten sign to the left of it. Three people enter a building with a handwritten sign that says ""Welcome Bikers."" A line of people wait to enter a building with a sign posted ""Welcome Bikers."" A group of people enter a doorway next to a red sign reading ""WELCOME Bikers"". A group of people entering a building."
113637264.jpg,A man in a white shirt lays cement on a brick wall. A bricklayer smoothing out concrete. A man is happily laying bricks. A man is putting up a wall. A man is mortaring bricks.
1136497229.jpg,A woman wearing glasses puts her hand on the shoulder of a young child as they sit at a flat wooden surface. A woman with glasses puts her arm around a very young child who is eating something. A woman has her arm around a child as the child is eating A brown-haired woman looks at a baby eating something. A woman touching her child's shoulder.
1136758631.jpg,"A woman in a black top with a shopping bag standing near the train tracks while others read. A line of people, some standing and some sitting, are waiting on a platform for a train. On a sunny day, a small crowd wait for the railroad on the platform. People, both standing and sitting, along a train track. Four people waiting at a train station on a sunny day."
113678030.jpg,"A snowboarder sits on a slope with skiers and boarders nearby. Snowboarders sitting in the snow while skiers take the hill. A snowboarder takes a rest on the mountainside. Two skiers stand, two sit on slopes. The snowboarder is sitting down."
113737410.jpg,Many people are walking around shopping in a brightly lit and colorful shopping mall. People strolling in a mall with colorful decorations hanging from the ceiling. People are walking around in a brightly-lit indoor shopping center. New mall has opened bringing a lot of shoppers. Many shoppers are walking around in a mall.
11382381.jpg,A woman wearing a green tank top is working on a horse's shoe. A woman in a green tank top puts a horseshoe on a horse. A woman in a green shirt is working on a horse's hoof. A female blacksmith is shoeing a horse. A woman is shoeing a horse.
1138784872.jpg,A small child in green clothing walks past a store opening and a woman in pink pants. The child in the green one piece suit is walking past a store window. A young boy is walking in front of some stores A girl in green walks down a city street. A small child walks down a sidewalk.
1139029795.jpg,"A group of local cheerleaders in red and white kept our spirits up during the parade. A group of cheerleaders cheering on the street, dressed in red and white. Cheerleaders in red and white uniforms cheering in the street. Women are cheerleading in the street. A group of girls are cheering."
11391827.jpg,"A man in a brown uniform reaching out from an industrial doorway, as if he is going to shut the door. A man is inside a truck looking out with his left arm in front of a door. A man in a brown shirt prepares to close the door. A delivery man exiting the back of a truck. A man opening a door and looking out."
114051287.jpg,A boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car. A young boy gets out of the van and prepares his shoes for wear during a soccer game. A boy dressed in soccer attire and holding his shoes getting out of a car. A child getting out of the car wearing soccer shoes. A boy in glasses is wearing a red shirt.
114052371.jpg,"This is a teen or young adult with braids in their hair sitting in a chair with a yellow pillow in their lap. A white, young man in dreadlocks and a green kilt is sitting on a couch smiling. A boy with dreds in his hair and wearing a kilt sitting in a chair. A female with dreadlocks sits down and holds a pillow. A man in a green kilt is relaxing on the sofa."
1140793239.jpg,A girl holding a drink with a straw in it standing in front of a man kissing her on the cheek as she smiles. A man in a blue t-shirt kisses a woman in a white tank top holding a drink at a bar. A man in a blue shirt is kissing a woman in a white shirt on the cheek. A man in a blue shirt is kissing a woman with blond-hair on the cheek. A man is kissing a woman holding a drink.
1141643526.jpg,"A group of people gather in a bar, and one man in a black shirt holds his arm and signals to the camera. In a crowd of young people at a bar, a man stands displaying the rock and roll sign. A man is making a ""rock"" gesture while standing on a stool in a crowded bar. A single man in a black t-shirt standing above the crowd at a busy bar. People enjoying drinks in a crowded bar."
1141644104.jpg,A woman in a white and tan striped dress sits in the lap of a man with a tan collared shirt. A man and women are posing for the camera and looking very happy together. A happy couple cuddling up for a nice photo. Blond-haired couple posing for picture. A happy couple sitting together.
114164952.jpg,Family taking a winter walk in a park path while two of the children run ahead of the family. Grownups and small children are walking down a road lined with trees. Two children move along a gravel path surrounded by trees. Two children play on the path in a park. Two kids walking in an outdoor area.
1141718391.jpg,"Woman and man walking across wooden rope bridge with a caution sign beside it. A man and a woman are crossing over a rope bridge with greenery all over them. A man and a woman crossing a suspension bridge in a tropical setting. A bridge through high green plants, a man and a woman on it. A man and a woman are walking across a rope bridge."
1141739219.jpg,A man is helping a girl step down from a colorful truck whilst a woman and three children watch. A very colorful bus is pulled off to the side of the road as its passengers load. A girl climbing down from the side of a bright blue truck while others watch. Two women and four children standing next to a brightly painted truck. A family gathered at a painted van
1142283988.jpg,"Two people are hugging and one is wearing a pink-hooded stretch top. A young woman hugs a young man who's wearing a pink costume. A smiling woman holds a person dressed in a pig costume. A blond woman poses with a person in a pink costume. Blond embracing young man in pink costume, at event"
1142847777.jpg,A woman in a blue helmet and brown shorts rides her bike on a busy street. A woman wearing a blue helmet rides her bicycle in a parking lot. A woman is riding her bicycle in traffic A bicyclist riding on a city street. A woman is riding a blue bike.
1142916102.jpg,"A little girl, with long blond-hair and wearing a dress, looking at her refection in a puddle. A young girl in a sundress and sandals looking at her reflection in a puddle. A young girl in a dress is looking at her reflection in a river bed. A little girl wearing a green dress is standing in front of puddle. A child looks at her reflection in a puddle of water."
1143373711.jpg,A man in blue and white biking gear rides down a busy street. A man wearing a helmet riding his bicycle down the street. A bicyclist getting ready to cross a street. A biker in spandex riding on a busy street. A bicycle rider is crossing a street.
114368470.jpg,A youth with long dirty blond-hair wearing a denim jacket and jeans looks at the conveyor belt of groceries while waiting at a checkout line. Boy standing in line in a grocery store with his items on the conveyor belt. A young girl and an older man are checking out at the food store. A father and son at the checkout in a supermarket. Young boy and an older man waiting to check out.
1143815134.jpg,"A man and a woman, both wearing hiking gear, are standing on the edge of a large canyon. Two people take in the scene as they stand together looking out over the canyon. Two travelers at the edge of a cliff overlooking the mountains. Man and woman standing at grand canyon looking out. Two people at cliff side overlooking Grand Canyon."
1143882946.jpg,A woman in a blue vest and a sky blue helmet stands with her bicycle in traffic. A woman with a helmet and a backpack walks next to her bike. A woman in a helmet rides her bike behind a car. Women with bike and helmet wait for traffic. A lady wearing a helmet holding a bike.
114410209.jpg,"A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car. A young man standing in front of a red freight car holding a camera and taking a photo. A boy standing in front of a red box car, is taking a photo. Man photographing red railroad car with large camera lens. Man with camera standing beside a train."
1144288288.jpg,A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner. A woman in a white shirt and blue shorts is wearing headphones. A man in shorts is jogging along a street with a headset. A person in blue shorts and wearing a Walkman jogs. A woman walks on a street wearing headphones.
114474325.jpg,Odd looking young adult playing around a large tree that has big roots. A guy with five girls out climbing on an old tree in a park area. People wearing costumes standing in front of a large tree. A man and a woman play on a tree while others look on. People play on a big tree.
1144865997.jpg,A group of people standing on the lawn in front of a building. Many people in blue jeans stand in front of a white church. A large group of people stand outside of a church. Family members standing outside a home. People standing outside of a building.
1144874057.jpg,Six people are standing in a concrete block building with a piece of plastic and a green basket on the floor. A man in a white long-sleeve shirt and black cap holding a bottled drink under his arm. A group of people standing in a circle on plastic liner. Several people are dividing up painting supplies. A group of young people are in a garage
1144885633.jpg,"Three young men read the plaque on a wooden cross in a rocky landscape, one young man is talking on his cellphone. Three men stand near a large wooden cross overlooking a desert mountain. Three men are looking at a sign on a cross in a canyon. Three young males are standing in front of a cross. Three men look at a sign."
1144946743.jpg,"A young girl with glasses is kneeling on a stone ledge in front of a mud-filled bucket. A little girl kneels on a ledge at the edge of a fence, with a bucket in front of her. A young girl with brown hair and glasses is kneeling near a bucket and fence. A young lady sits in front of a fence with a bucket. A girl with dirty hands seems to be happy outside."
1145145003.jpg,"A person trying desperately not to be photographed by putting their sweater over their head as they compute. A person wearing red pants hides their head under a black jacket in front of a desk with many computers. The woman tries to hide from work under a black sweatshirt, but her red corduroy pants give her away. A person with red pants with cover over her head sitting in front of multiple computers. A child is hiding under a sweater in a chair."
1145718750.jpg,"A young man wearing a baseball cap brushes at the base of a statue of Jesus Christ, during the day. A young boy dusts and cleans bronze statues at his summer job. A young man cleaning a statue with a brush. A man in a red shirt is painting a statue. A person wearing a hat cleaning a statute."
1145722716.jpg,Three male figures of different ages stand next to some rocks as they are dwarfed by a large upright wooden cross. Two young men clutch rags in their hands as a elderly man tells them how to clean the large cross. Two younger boys are standing in front of an older man in front of a large wooden cross. Two young men and an older man are standing in front of a big wooden cross. Two men listening intently to a local underneath a landmark.
1145730606.jpg,Someone is holding a young women on their shoulders for her to be able to reach the area she would like to use a wire brush to scrape off peeling paint. A woman is holding a cleaning brush while someone is holding her up over a door frame. A woman sits on someone's shoulders while using a wire brush on a door frame. A woman sits on a man's shoulders using a heavy brush as a hammer. A girl is sitting on someone's shoulders in front of a green wall.
1145755142.jpg,"A man is standing on a ladder in front of a cross, while a person is holding the ladder. 4 men are working on ladders cutting off tree branches. Group setting up a wooden cross near a large boulder. Men standing around, and working on ladders. A group of men climb ladders outdoors."
1145770960.jpg,"A child and a man sit on the ground together, ready to use paintbrushes and a bucket. A man in a hat is sitting next to a little boy and next to a metal bucket. A young boy picks up a paintbrush and grins. A man and a child with a bucket of paint. A man and a child painting a post."
1145781754.jpg,"Four men with baseball caps and logo t-shirts laughing together at a table. Four men in white shirts and baseball caps sitting around a table. Four men in white T-shirts, blue jeans, and hats talking. A group of friends converse around a table. A group of friends talk around a table."
1145810912.jpg,A boy works on a log that he is using for a project. A boy in a red and blue shirt painting a log. Child in red and blue shirt painting a log. A boy looking at a chopped log. A child using a woodworking tool
1146490295.jpg,A man in a white shirt is talking with two men and two women sitting on a bench. Man with gray hair telling a story to a group of younger people on a bench. An old man is talking to a group of people sitting on a bench. A man shakes his arm at a group of people seated on a bench. People talking together as they sit on a bench.
1146938063.jpg,"Two men talk while the one on the right holds in his left arm, and the one on the right holds a notebook behind him, they are in a field. The man in the white shirt is listening to the man in the blue shirt. Two men, one black, one white, are holding books and talking. Two men carrying books, walking and talking in a field. Two people are standing in a field holding some books."
114715590.jpg,"Young male wearing a hoodie, is performing stunts on his skateboard. A man in a white hoodie doing an skateboard trick on two stairs. A skateboarder is does an ""ollie"" down a couple of stairs. A person doing a skateboard flip next to a black trashcan. A man is skateboarding down 2 stairs."
114722877.jpg,"A man wearing a blue shirt, standing on the railroad is taking picture of the bridge. A man standing on a railroad track taking a picture of the water between two bridges. A man standing on a railroad track looking through his binoculars at a river. A woman is taking a photo of a bridge while standing on the train tracks. A person standing on railroad tracks in front of two bridges."
1147391743.jpg,A family in an African village sits outside of their home on the ground. A group of indigenous people relaxing outside of their hut. Numerous people sitting on the ground near a straw hut. Multiple people are sitting in outside of a hut. Several African women sit in front of a hut.
1148095714.jpg,A young dark-skinned child in a long blue coat is chasing a ball. A little boy in a suit jacket is playing with a ball. Black boy in sandals playing with a ball in the grass A kid may be playing soccer while in a suit. A young african boy kicking a ball.
1148238960.jpg,People on bicycles waiting at an intersection. Bicyclists are standing at an intersection. Bicyclists waiting at an intersection. People waiting at a light on bikes. Three bikers stop in town.
1148889628.jpg,A construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop. Workman standing on scaffolding against the New York City skyline. A man stands on a scaffold his back facing away looking at a city. A construction worker is building scaffolding for the job. A construction worker assembles a scaffold.
1149097018.jpg,A little baby dressed in green and yellow wearing a bib cries. A baby wearing a green bib with a frog on it is crying. Baby wears green frog big and makes grotesque face. An infant in a green outfit is expressing emotion. An infant lays on a bed with it's mouth open.
1149179852.jpg,A man without a shirt on is guiding a large brown horse pulling a green and yellow wagon. The shirtless man is walking the Shetland pony and carriage down the street. A shirtless man escorts a horse pulling a carriage along a paved road. Shirtless man leading a small horse-drawn covered wagon down a road A shirtless man leading a horse that is pulling a carriage.
1149286224.jpg,There is a shirtless toned white man standing on a balcony of a construction site and holding some sort of tool. A shirtless man leaning off scaffolding surrounded by hanging yellow fabric. A guy standing outside with no shirt on looking up at the building. A shirtless man leans over a balcony looking platform. Man on scaffolding with yellow background.
114939325.jpg,A girl wearing flip-flop sandals swinging on a swing set in a park underneath fluffy white clouds. A woman in a pink jacket is swinging on a swing-set with some trees in the background. The young girl is swinging high above the ground on a nice summer day. A young woman plays on a swing set while trees sway in the background. A young girl swinging very high on playground swing set.
114941694.jpg,"One man, airborne, wearing an orange sweatshirt and blue jeans, does a skateboarding trick. A young man does a skateboard trick off of a concrete bench. Man is orange hoodie doing a skateboard trick. Young man in an orange hoodie skateboarding. A skateboarding kid doing an ollie."
114949897.jpg,"A child practices hitting a baseball into a net, while two adult men watch. The man is holding the net for the boy playing baseball. A man holds a net while a boys bats a ball into it. A boy hits a ball off of a tee ball into to net. Three people put up a batting cage."
114954667.jpg,An Elderly man crouches to lift the covering off the grill wear several shish kabab are grilling. An older man in a blue paisley shirt looks at 7 shish kabobs on a small grill. A man grills shish kabob on a small grill. An old man is cooking his food. A man checking food on a grill.
115018808.jpg,"A man jogs down a city street, with a line attached to his back that vanishes out of the left side of the picture; a smiling cyclist rides past. A young man runs with goggles above his eyes and a bungee cord tethered to him as a man on a bicycle with a white helmet laughs. A man wearing a black shirt and goggles is running along the street A man wearing black clothes runs next to a woman on a bicycle. A man is running and a girl is riding a bike."
1150429218.jpg,"A man in a gray cap, a pink tank top and short skirt, pink-and-black striped socks, and boots juggles knives in front of a brick building whose sign reads ""The Pump Room"" while onlookers watch. An male entertainer is wearing women's clothing that consists of a pink tank top, skirt, knee high socks, and a hairnet, performing on a unicycle a juggling knives while a crowd watches. A man, wearing a short pink skirt, long striped socks, a pink tank top, and a hairnet, is juggling knives to the amusement of onlookers. A street juggler performing while wearing a colorful outfit. A man in a skirt is jumping while juggling knives."
115125072.jpg,Five Asian doctors in green hospital scrubs and masks having a discussion over what appears to be an ongoing operation. A five person surgical team is about to perform an operation in a hospital. Doctors wearing green scrubs are performing surgery on a patient Group of Doctors wearing green outfit perform a surgery. Medical professionals are wearing green scrubs.
1151321278.jpg,A little boy is standing on the beach with a blue bucket and a green shovel while looking at the water. A young boy in hawaiian style swim trunks holds a plastic bucket and shovel on the shore of the ocean. A young boy in swimming trunks holds a blue pail and a bright green shovel on a sandy beach. A boy standing at the beach holding a blue pale and a green shovel. A young boy looks at the ocean while holding a green shovel.
1151466868.jpg,A young girl wears a shirt and shorts as she plays in the ocean's surf. A small girl spins in the waves in the bright sun. Girl running through the water near the shore. The little girl splashes through the water. A young girl plays in shallow water.
1152274630.jpg,"Three people, two males and a female, are sitting in front of a tall tree on the ground during a rest from a hike. Three people sitting outside on small rocks behind a big bush, wearing long pants. Three men pose sitting in the shade on a hillside next to a backpack. Two men and a woman sit in front of a tree and have a snack. Three hikers rest in the shade of a tree in the desert."
115275671.jpg,A man with a pitchfork stands near a bucket of branches across from an apartment complex. A man in a hat and coat is holding a pitchfork and posing for a picture. A man in a blue jacket and gray paints gardening in front of buildings. A man landscaping an area for preparation to the upcoming season. A Caucasian male is performing yard work outside a building.
115275691.jpg,An elderly man holding a pitchfork and doing some yard work. A man doing clean up work of brush around a public area. A groundskeeper has collected a bucket full of sticks. A worker with a pitchfork is standing outside. A man in a blue jacket is holding a rake.
115275821.jpg,A man and dog concentrating on a camera taking their picture in the street. Black and white dog looking at camera with man bent over in the background. White with black spots dog is being looked at by a man on the street. A man and his dog are both interested in the photographer. A black and white dog standing near a man.
11533606.jpg,"A male figure in a long-sleeve shirt and suspenders is standing in the entry to a black train. A wax figurine wearing an engineers hat is standing in the doorway of the train engine. A male mannequin dressed as a train conductor, standing on a black train car. A man wearing suspenders in standing on a train. Train operator on a stopped train."
11536856.jpg,Two ladies are cooking & talking and two gentlemen are talking in the opposite site of the kitchen. Two men and two women are preparing food and talking in a kitchen. Two men and two women are preparing a large meal in the kitchen. Four middle-aged people are preparing a meal in a kitchen. An elderly woman places carrots into a casserole.
1153704539.jpg,A young girl wearing a blue shirt marching in a band playing a trumpet Girl wearing blue shirt and black shorts plays trumped outside. A teenager plays her trumpet on the field at a game. A girl playing trumpet in a marching band. Girl playing the trumpet in a marching band
1153857697.jpg,A man in tan shorts talking to a young girl in a red shirt. A man and a woman under a structure in an outdoor setting. A girl talking to a man holding various materials. Girl learning about animals at the zoo. Employees of a park discussing work.
1154080132.jpg,Two young boys in black are fishing as a young blue in blue watches. A group of friends are fishing off the loading ramp Three young boys fish on a man-made structure. Three young boys are fishing at a lake. Three young boys fish at a boat launch.
115452730.jpg,A woman with a small child in her lap reading a picture book. A mother and son read a book about dinosaurs together. The woman is reading to a small boy about dinosaurs. A woman and small boy are looking at a book. A woman reading a book to a child.
1154930578.jpg,"Two women, sitting at a table, with a green straw inside of a drink. A lady in a gray shirt sits calmly by her friend at the table. Two young girls are sitting at a table drinking and eating. Two women are sitting at a table in a restaurant. Two women are sitting at a table."
11551286.jpg,A little toddler boy is crying while walking. A dark-haired little boy is very upset. A baby boy in overalls is crying. A little boy in overalls crying. A barefoot boy is crying.
1155138244.jpg,Woman dressed in a green hat and apron is holding a tray full of drink samples. An Asian girl in a green hat and apron is serving drinks on a tray. The waitress offers complimentary tea to the patrons. A girl hands out Starbucks samples at a street fair. A Starbucks barista offering up a tray of drinks
115684808.jpg,Three people are standing in the snow preparing an ice fishing boat. Three men are setting up a sledge on a snowy plain. Three people in the snow put their gear in order. Three men loading items on a sled. Three people and a sled.
